https://farm5.staticflickr.com/4263/34641844153_c43a60d903_q.jpg swing 0.833061 barrow 0.024870 park_bench 0.010851 https://farm5.staticflickr.com/4263/34641844153_1234823892_o.jpg
https://farm5.staticflickr.com/4260/34609806984_bbb2900e19_q.jpg patio 0.202927 fountain 0.156692 seashore 0.109637 https://farm5.staticflickr.com/4260/34609806984_31e8ce4eba_o.jpg
https://farm5.staticflickr.com/4203/34609806214_7a265232ec_q.jpg seashore 0.601044 sandbar 0.098034 geyser 0.063666 https://farm5.staticflickr.com/4203/34609806214_91f627b2b1_o.jpg
https://farm5.staticflickr.com/4213/34641834353_fed5ff31bf_q.jpg breakwater 0.261260 dam 0.245936 seashore 0.181429 https://farm5.staticflickr.com/4213/34641834353_c5aa1ab20e_o.jpg
https://farm5.staticflickr.com/4275/35321371691_b764f58991_q.jpg maillot 0.536005 maillot 0.265118 miniskirt 0.144146 https://farm5.staticflickr.com/4275/35321371691_3a08f07e6b_o.jpg
https://farm5.staticflickr.com/4286/35284787752_b654f20edc_q.jpg worm_fence 0.104031 viaduct 0.086278 barn 0.082192 https://farm5.staticflickr.com/4286/35284787752_c26dec581c_o.jpg
https://farm5.staticflickr.com/4253/35451411205_06b88ee798_q.jpg swimming_trunks 0.436084 bathing_cap 0.247286 maillot 0.138960 https://farm5.staticflickr.com/4253/35451411205_f4a799ae64_o.jpg
https://farm5.staticflickr.com/4212/34641825493_b44286e434_q.jpg swimming_trunks 0.811359 maillot 0.075896 bathing_cap 0.040974 https://farm5.staticflickr.com/4212/34641825493_1c92275682_o.jpg
https://farm5.staticflickr.com/4242/35064654810_73e5933611_q.jpg breakwater 0.341438 bannister 0.207562 park_bench 0.118067 https://farm5.staticflickr.com/4242/35064654810_d1e3c7c514_o.jpg
https://farm5.staticflickr.com/4245/34609790914_874300f08e_q.jpg swimming_trunks 0.893816 bikini 0.042542 bathing_cap 0.023804 https://farm5.staticflickr.com/4245/34609790914_54dd354b89_o.jpg
https://farm5.staticflickr.com/4209/35284765822_a9b991c4b4_q.jpg lakeside 0.324212 seashore 0.130191 cowboy_boot 0.096650 https://farm5.staticflickr.com/4209/35284765822_992e628cc9_o.jpg
https://farm5.staticflickr.com/4216/35321330261_a0b2bd974d_q.jpg swimming_trunks 0.817577 bikini 0.121043 bathing_cap 0.021800 https://farm5.staticflickr.com/4216/35321330261_f3bbb221a6_o.jpg
https://farm5.staticflickr.com/4214/34641789473_ae4ff49557_q.jpg seashore 0.529403 sandbar 0.151543 beacon 0.079905 https://farm5.staticflickr.com/4214/34641789473_9586088a8d_o.jpg
https://farm5.staticflickr.com/4236/34641783163_316f382ddd_q.jpg lakeside 0.324212 seashore 0.130191 cowboy_boot 0.096650 https://farm5.staticflickr.com/4236/34641783163_02f7eddbc5_o.jpg
https://farm5.staticflickr.com/4204/35284739752_3f7a612a9b_q.jpg seashore 0.342920 breakwater 0.222603 lakeside 0.069172 https://farm5.staticflickr.com/4204/35284739752_e973f4ab0d_o.jpg
https://farm5.staticflickr.com/4288/35411512666_7c38a464e7_q.jpg seashore 0.269078 breakwater 0.221561 cliff 0.139358 https://farm5.staticflickr.com/4288/35411512666_068e046fa6_o.jpg
https://farm5.staticflickr.com/4234/34641777953_b54bf118ea_q.jpg breakwater 0.554545 seashore 0.199699 geyser 0.046032 https://farm5.staticflickr.com/4234/34641777953_ba327f67fd_o.jpg
